,Unnamed: 0,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal_x,cardType_x,isGoal_y,cardType_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,shirtNo,name,position,isFirstEleven,pro,shortName
214,214,2748542871.0,146,13,29.0,338,28.455000000000002,27.064,13,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.49'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '32.4'}]","[91, 117, 127, 36, 37, 215, 218]",True,357839.0,30.975,59.364000000000004,,,,,,,,,,,,3.0,3.0,3.0,7.0,0.01132376,0.00977659,-0.0015471700000000005,Spain,5.0,Dani Vivian,DC,True,0.0,D. Vivian
215,215,2748542887.0,147,13,36.0,338,46.30500000000001,62.016000000000005,13,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.66'}]","[91, 117, 30, 35, 38, 216, 218]",True,363496.0,45.675000000000004,49.368,,,,,,,,,,,,5.0,7.0,5.0,5.0,0.01248344,0.01429128,0.0018078399999999998,Spain,17.0,Marc Cucurella,DL,True,3.755240993492137,M. Cucurella
216,216,2748542923.0,148,13,38.0,338,47.88,48.484,13,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.7'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '47.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.19'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.6'}]","[91, 119, 117, 124, 127, 36, 38, 216, 218]",True,238916.0,69.92999999999999,5.916,,,,,,,,,,,,5.0,5.0,8.0,0.0,0.01429128,0.02122129,0.00693001,Spain,6.0,Mikel Merino,DMC,True,13.998747758666433,M. Merino
217,217,2748542937.0,149,13,45.0,338,81.79500000000002,15.096,13,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.58'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.7'}, {'type': {'value': 4, 'displayName': 'Throughball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '97.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 130, 36, 37, 217, 218]",True,298839.0,101.955,28.356000000000005,,,,,,,,,,,,,,,,,,,Spain,21.0,Mikel Oyarzabal,AMR,True,0.0,M. Oyarzabal
218,218,2748542939.0,100,13,47.0,425,2.3100000000000005,39.304,13,FirstHalf,KeeperPickup,Successful,[],[93],False,19545.0,,,,,,,,,,,,,,,,,,,,,Denmark,1.0,Kasper Schmeichel,GK,True,0.0,K. Schmeichel
219,219,2748543037.0,101,13,59.0,425,11.235,30.464,13,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.06'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.5'}]","[91, 36, 38, 215, 218]",True,19545.0,15.225000000000001,19.380000000000003,,,,,,,,,,,,1.0,3.0,1.0,2.0,0.01082722,0.00977745,-0.0010497700000000002,Denmark,1.0,Kasper Schmeichel,GK,True,0.0,K. Schmeichel
220,220,2748543063.0,102,14,5.0,425,22.47,17.952,14,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.96'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.3'}]","[91, 117, 30, 36, 37, 215, 218]",True,231135.0,31.080000000000002,30.124,,,,,,,,,,,,2.0,2.0,3.0,3.0,0.01001304,0.01132376,0.0013107199999999996,Denmark,2.0,Joachim Andersen,DC,True,0.0,J. Andersen
221,221,2748543071.0,103,14,8.0,425,30.240000000000002,28.628000000000004,14,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.31'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '21.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 156, 'displayName': 'LayOff'}}]","[91, 117, 30, 35, 38, 215, 218]",True,101856.0,24.255000000000003,14.688000000000002,,,,,,,,,,,,3.0,3.0,2.0,1.0,0.01132376,0.00942382,-0.001899940000000001,Denmark,15.0,Christian Nørgaard,MC,True,0.0,C. Nørgaard
222,222,2748543111.0,104,14,10.0,425,23.94,15.028000000000002,14,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '7.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.62'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 215, 218]",True,231135.0,7.875,24.344,,,,,,,,,,,,2.0,1.0,0.0,2.0,0.00942382,0.0088799,-0.0005439199999999998,Denmark,2.0,Joachim Andersen,DC,True,0.0,J. Andersen
223,223,2748543123.0,105,14,14.0,425,7.14,17.952,14,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.1'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.03'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 117, 124, 127, 36, 37, 216, 218]",True,19545.0,40.214999999999996,19.040000000000003,,,,,,,,,,,,0.0,2.0,4.0,2.0,0.0088799,0.01269174,0.0038118400000000004,Denmark,1.0,Kasper Schmeichel,GK,True,0.0,K. Schmeichel
224,224,2748543133.0,106,14,16.0,425,46.62,20.400000000000002,14,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 156, 'displayName': 'LayOff'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.20'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.1'}]","[91, 117, 30, 35, 37, 216, 218]",True,439584.0,42.105000000000004,26.656000000000002,,,,,,,,,,,,5.0,2.0,4.0,3.0,0.01429128,0.01262646,-0.0016648199999999991,Denmark,9.0,Rasmus Højlund,FW,True,-3.379136869083702,R. Højlund
225,225,2748543155.0,107,14,17.0,425,40.95,27.676000000000005,14,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.95'}]","[91, 118, 120, 29, 35, 37, 216, 218]",True,403647.0,38.115,28.220000000000002,,,,,,,,,,,,,,,,,,,Denmark,21.0,Morten Hjulmand,MC,True,0.0,M. Hjulmand
226,226,2748543137.0,151,14,17.0,338,68.985,42.5,14,FirstHalf,BallRecovery,Successful,[],[93],False,372424.0,,,,,,,,,,,,,,,,,,,,,Spain,18.0,Martín Zubimendi,DMC,True,0.0,M. Zubimendi
227,227,2748543161.0,152,14,18.0,338,70.35000000000001,40.392,14,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.26'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.8'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,372424.0,74.76,33.184,,,,,,,,,,,,8.0,4.0,8.0,3.0,0.02385149,0.02385149,0.0,Spain,18.0,Martín Zubimendi,DMC,True,4.983636851285969,M. Zubimendi
228,228,2748543163.0,153,14,19.0,338,75.495,32.708000000000006,14,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.23'}]","[91, 120, 29, 35, 38, 217, 218]",True,261212.0,71.29500000000002,24.684,,,,,,,,,,,,,,,,,,,Spain,10.0,Dani Olmo,AMC,True,0.0,D. Olmo
229,229,2748543213.0,108,14,20.0,425,34.86000000000001,41.14,14,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.56'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.5'}]","[91, 117, 30, 35, 38, 215, 218]",True,101856.0,27.3,37.74,,,,,,,,,,,,4.0,4.0,3.0,4.0,0.01262646,0.01132376,-0.0013027000000000004,Denmark,15.0,Christian Nørgaard,MC,True,0.0,C. Nørgaard
230,230,2748543215.0,109,14,21.0,425,27.195,37.876000000000005,14,FirstHalf,BallRecovery,Successful,[],[93],False,87182.0,,,,,,,,,,,,,,,,,,,,,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
231,231,2748543223.0,110,14,22.0,425,27.195,37.876000000000005,14,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.63'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 215, 218]",True,87182.0,33.075,33.388000000000005,,,,,,,,,,,,3.0,4.0,3.0,3.0,0.01132376,0.01132376,0.0,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
232,232,2748543233.0,111,14,24.0,425,32.655,33.184,14,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.52'}]","[91, 117, 30, 35, 38, 215, 218]",True,69344.0,24.044999999999998,29.716000000000005,,,,,,,,,,,,3.0,3.0,2.0,3.0,0.01132376,0.01016549,-0.0011582700000000012,Denmark,10.0,Christian Eriksen,FWR,True,0.0,C. Eriksen
233,233,2748543247.0,112,14,25.0,425,24.044999999999998,29.716000000000005,14,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.57'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.9'}]","[91, 117, 30, 37, 215, 218]",True,231135.0,24.044999999999998,36.448,,,,,,,,,,,,2.0,3.0,2.0,4.0,0.01016549,0.01016549,0.0,Denmark,2.0,Joachim Andersen,DC,True,0.0,J. Andersen
234,234,2748543253.0,113,14,26.0,425,23.415000000000003,36.924,14,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.67'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.6'}]","[91, 118, 120, 29, 36, 38, 215, 218]",True,87182.0,31.080000000000002,31.484,,,,,,,,,,,,,,,,,,,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
235,235,2748543421.0,114,14,27.0,425,22.365000000000002,39.1,14,FirstHalf,Error,Successful,"[{'type': {'value': 170, 'displayName': 'LeadingToGoal'}, 'value': '157'}]",[98],False,87182.0,,,,,,,,,,,,,,,,,,,,,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
236,236,2748543245.0,154,14,28.0,338,72.34500000000001,34.34,14,FirstHalf,BallRecovery,Successful,[],[93],False,238916.0,,,,,,,,,,,,,,,,,,,,,Spain,6.0,Mikel Merino,DMC,True,0.0,M. Merino
237,237,2748543281.0,155,14,28.0,338,80.955,34.068000000000005,14,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '87.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.44'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,238916.0,91.56,22.236000000000004,,,,,,,,,,,,9.0,4.0,10.0,2.0,0.03511326,0.05491138,0.019798120000000002,Spain,6.0,Mikel Merino,DMC,True,6.183816915352686,M. Merino
238,238,2748543307.0,156,14,30.0,338,92.715,21.964,14,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '16'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.9'}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.30'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.5'}, {'type': {'value': 11112, 'displayName': 'BigChanceCreated'}}, {'type': {'value': 11111, 'displayName': 'IntentionalGoalAssist'}}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 92, 100, 119, 117, 30, 123, 203, 205, 40, 46, 52, 36, 37, 217, 218]",True,135366.0,94.71000000000001,29.172,,,,,,,,,,,,10.0,2.0,11.0,3.0,0.05491138,0.25745362,0.20254223999999998,Spain,9.0,Ayoze Pérez,FW,True,5.832105351439349,A. Pérez
239,239,2748543309.0,157,14,32.0,338,99.96000000000001,31.416000000000004,14,FirstHalf,Goal,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 16, 'displayName': 'SmallBoxCentre'}}, {'type': {'value': 214, 'displayName': 'BigChance'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '156'}, {'type': {'value': 78, 'displayName': 'LowCentre'}}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '3.8'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '49.1'}, {'type': {'value': 89, 'displayName': 'OneOnOne'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}]","[91, 24, 9, 10, 202, 0, 3, 12, 16, 19, 25]",True,298839.0,,,3.8,33.388000000000005,True,156.0,135366.0,,,True,,,,,,,,,,,Spain,21.0,Mikel Oyarzabal,AMR,True,0.0,M. Oyarzabal
240,240,2748543959.0,115,15,43.0,425,52.395,34.068000000000005,15,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.47'}]","[91, 117, 30, 35, 38, 215, 218]",True,69344.0,28.665000000000003,25.976000000000003,,,,,,,,,,,,6.0,4.0,3.0,3.0,0.01689528,0.01132376,-0.005571519999999998,Denmark,10.0,Christian Eriksen,FWR,True,-24.150521326876877,C. Eriksen
241,241,2748543983.0,116,15,45.0,425,27.51,25.636000000000003,15,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '67.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.69'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '75.6'}]","[91, 120, 128, 36, 37, 217, 218]",True,87182.0,79.38,68.0,,,,,,,,,,,,,,,,,,,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
242,242,2748544133.0,159,15,58.0,338,26.25,0.0,15,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.78'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}]","[91, 212, 36, 37, 215]",True,362352.0,31.290000000000003,4.148,,,,,,,,,,,,,,,,,,,Spain,2.0,Pedro Porro,DR,True,0.0,P. Porro
243,243,2748544147.0,160,16,2.0,338,32.025,4.6240000000000006,16,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.35'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,261212.0,24.150000000000002,2.9920000000000004,,,,,,,,,,,,3.0,0.0,2.0,0.0,0.00977659,0.00844854,-0.0013280500000000008,Spain,10.0,Dani Olmo,AMC,True,0.0,D. Olmo
244,244,2748544179.0,161,16,3.0,338,24.044999999999998,3.604,16,FirstHalf,Pass,Successful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.84'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '49.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.3'}]","[91, 117, 124, 127, 35, 37, 215, 218]",True,362352.0,10.815000000000001,51.00000000000001,,,,,,,,,,,,2.0,0.0,1.0,6.0,0.00844854,0.00878589,0.00033735000000000015,Spain,2.0,Pedro Porro,DR,True,0.0,P. Porro
245,245,2748544221.0,162,16,8.0,338,13.545000000000002,58.480000000000004,16,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.77'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.7'}]","[91, 117, 30, 36, 37, 215, 218]",True,363496.0,19.740000000000002,64.53200000000001,,,,,,,,,,,,1.0,6.0,2.0,7.0,0.00878589,0.00844854,-0.00033735000000000015,Spain,17.0,Marc Cucurella,DL,True,0.0,M. Cucurella
246,246,2748544253.0,163,16,11.0,338,17.535,64.396,16,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.39'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.3'}]","[91, 117, 30, 35, 38, 215, 218]",True,395242.0,8.505,62.084,,,,,,,,,,,,1.0,7.0,0.0,7.0,0.00779616,0.00638303,-0.0014131300000000003,Spain,16.0,Álex Baena,AML,True,0.0,Á. Baena
247,247,2748544263.0,164,16,15.0,338,10.920000000000002,63.580000000000005,16,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.6'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.95'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '36.8'}]","[91, 118, 120, 124, 128, 36, 38, 216, 218]",True,363496.0,45.78,51.68000000000001,,,,,,,,,,,,,,,,,,,Spain,17.0,Marc Cucurella,DL,True,0.0,M. Cucurella
248,248,2748544285.0,118,16,17.0,425,57.855000000000004,9.588000000000001,16,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.84'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.2'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.0'}]","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,231135.0,72.45,2.584,,,,,,,,,,,,6.0,1.0,8.0,0.0,0.01611813,0.02122129,0.005103159999999999,Denmark,2.0,Joachim Andersen,DC,True,7.852558807817012,J. Andersen
249,249,2748544287.0,119,16,18.0,425,70.77000000000001,3.196,16,FirstHalf,BallRecovery,Successful,[],[93],False,401520.0,,,,,,,,,,,,,,,,,,,,,Denmark,18.0,Alexander Bah,DR,True,0.0,A. Bah
250,250,2748544299.0,120,16,19.0,425,71.505,3.128,16,FirstHalf,Foul,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '165'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 63]",True,401520.0,,,,,,,,,,,,,,,,,,,,,Denmark,18.0,Alexander Bah,DR,True,0.0,A. Bah
251,251,2748544319.0,165,16,19.0,338,33.495,64.87200000000001,16,FirstHalf,Foul,Unsuccessful,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '120'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[64],False,395242.0,,,,,,,,,,,,,,,,,,,,,Spain,16.0,Álex Baena,AML,True,0.0,Á. Baena
252,252,2748544723.0,121,16,53.0,425,76.23,3.5360000000000005,16,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.98'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '35.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 124, 126, 36, 37, 217, 218]",True,69344.0,96.28500000000001,33.32,,,,,,,,,,,,,,,,,,,Denmark,10.0,Christian Eriksen,FWR,True,0.0,C. Eriksen
253,253,2748544707.0,166,16,57.0,338,14.805,32.776,16,FirstHalf,Foul,Successful,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '122'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 63]",True,122117.0,,,,,,,,,,,,,,,,,,,,,Spain,14.0,Aymeric Laporte,DC,True,0.0,A. Laporte
254,254,2748544731.0,122,16,57.0,425,90.19500000000001,35.224000000000004,16,FirstHalf,Foul,Unsuccessful,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '166'}]",[64],False,231135.0,,,,,,,,,,,,,,,,,,,,,Denmark,2.0,Joachim Andersen,DC,True,0.0,J. Andersen
